path,valence,arousal,dominance
audio\audio_train\20526_happiness.wav,0.81,0.51,0.46
audio\audio_train\20527_neutral.wav,0.0,0.0,0.0
audio\audio_train\20529_anger.wav,-0.51,0.59,0.25
audio\audio_train\20530_happiness.wav,0.81,0.51,0.46
audio\audio_train\20531_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20532_happiness.wav,0.81,0.51,0.46
audio\audio_train\20533_happiness.wav,0.81,0.51,0.46
audio\audio_train\20534_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20535_anger.wav,-0.51,0.59,0.25
audio\audio_train\20536_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20537_neutral.wav,0.0,0.0,0.0
audio\audio_train\20538_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20539_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20540_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20541_happiness.wav,0.81,0.51,0.46
audio\audio_train\20542_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20543_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20544_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20545_neutral.wav,0.0,0.0,0.0
audio\audio_train\20546_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20548_neutral.wav,0.0,0.0,0.0
audio\audio_train\20549_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20550_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20551_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20552_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20553_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20554_happiness.wav,0.81,0.51,0.46
audio\audio_train\20555_happiness.wav,0.81,0.51,0.46
audio\audio_train\20556_neutral.wav,0.0,0.0,0.0
audio\audio_train\20557_neutral.wav,0.0,0.0,0.0
audio\audio_train\20558_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20559_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20560_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20561_happiness.wav,0.81,0.51,0.46
audio\audio_train\20562_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20563_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20564_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20566_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20567_anger.wav,-0.51,0.59,0.25
audio\audio_train\20568_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20569_neutral.wav,0.0,0.0,0.0
audio\audio_train\20571_neutral.wav,0.0,0.0,0.0
audio\audio_train\20572_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20574_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20576_neutral.wav,0.0,0.0,0.0
audio\audio_train\20577_anger.wav,-0.51,0.59,0.25
audio\audio_train\20578_neutral.wav,0.0,0.0,0.0
audio\audio_train\20579_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20581_anger.wav,-0.51,0.59,0.25
audio\audio_train\20582_neutral.wav,0.0,0.0,0.0
audio\audio_train\20583_anger.wav,-0.51,0.59,0.25
audio\audio_train\20584_neutral.wav,0.0,0.0,0.0
audio\audio_train\20585_neutral.wav,0.0,0.0,0.0
audio\audio_train\20586_neutral.wav,0.0,0.0,0.0
audio\audio_train\20587_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20588_neutral.wav,0.0,0.0,0.0
audio\audio_train\20589_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20590_happiness.wav,0.81,0.51,0.46
audio\audio_train\20591_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20592_happiness.wav,0.81,0.51,0.46
audio\audio_train\20593_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20594_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20595_neutral.wav,0.0,0.0,0.0
audio\audio_train\20596_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20597_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20598_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20599_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20600_happiness.wav,0.81,0.51,0.46
audio\audio_train\20601_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20603_happiness.wav,0.81,0.51,0.46
audio\audio_train\20604_anger.wav,-0.51,0.59,0.25
audio\audio_train\20605_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20606_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20607_happiness.wav,0.81,0.51,0.46
audio\audio_train\20608_anger.wav,-0.51,0.59,0.25
audio\audio_train\20609_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20610_happiness.wav,0.81,0.51,0.46
audio\audio_train\20611_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20612_happiness.wav,0.81,0.51,0.46
audio\audio_train\20613_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20614_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20615_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20616_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20617_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20618_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20619_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20620_happiness.wav,0.81,0.51,0.46
audio\audio_train\20623_happiness.wav,0.81,0.51,0.46
audio\audio_train\20624_anger.wav,-0.51,0.59,0.25
audio\audio_train\20625_happiness.wav,0.81,0.51,0.46
audio\audio_train\20626_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20627_anger.wav,-0.51,0.59,0.25
audio\audio_train\20628_anger.wav,-0.51,0.59,0.25
audio\audio_train\20629_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20630_neutral.wav,0.0,0.0,0.0
audio\audio_train\20631_neutral.wav,0.0,0.0,0.0
audio\audio_train\20632_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20633_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20634_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20636_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20637_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20638_neutral.wav,0.0,0.0,0.0
audio\audio_train\20639_happiness.wav,0.81,0.51,0.46
audio\audio_train\20640_neutral.wav,0.0,0.0,0.0
audio\audio_train\20641_anger.wav,-0.51,0.59,0.25
audio\audio_train\20642_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20643_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20644_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20645_happiness.wav,0.81,0.51,0.46
audio\audio_train\20646_happiness.wav,0.81,0.51,0.46
audio\audio_train\20647_happiness.wav,0.81,0.51,0.46
audio\audio_train\20648_neutral.wav,0.0,0.0,0.0
audio\audio_train\20649_neutral.wav,0.0,0.0,0.0
audio\audio_train\20650_neutral.wav,0.0,0.0,0.0
audio\audio_train\20651_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20652_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20653_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20654_happiness.wav,0.81,0.51,0.46
audio\audio_train\20655_happiness.wav,0.81,0.51,0.46
audio\audio_train\20656_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20657_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20658_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20659_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20660_neutral.wav,0.0,0.0,0.0
audio\audio_train\20661_neutral.wav,0.0,0.0,0.0
audio\audio_train\20662_anger.wav,-0.51,0.59,0.25
audio\audio_train\20663_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20664_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20666_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20667_neutral.wav,0.0,0.0,0.0
audio\audio_train\20668_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20669_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20670_happiness.wav,0.81,0.51,0.46
audio\audio_train\20671_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20672_happiness.wav,0.81,0.51,0.46
audio\audio_train\20673_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20674_neutral.wav,0.0,0.0,0.0
audio\audio_train\20675_neutral.wav,0.0,0.0,0.0
audio\audio_train\20676_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20677_happiness.wav,0.81,0.51,0.46
audio\audio_train\20678_neutral.wav,0.0,0.0,0.0
audio\audio_train\20679_neutral.wav,0.0,0.0,0.0
audio\audio_train\20680_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20681_neutral.wav,0.0,0.0,0.0
audio\audio_train\20682_anger.wav,-0.51,0.59,0.25
audio\audio_train\20683_neutral.wav,0.0,0.0,0.0
audio\audio_train\20685_happiness.wav,0.81,0.51,0.46
audio\audio_train\20686_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20687_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20688_happiness.wav,0.81,0.51,0.46
audio\audio_train\20689_anger.wav,-0.51,0.59,0.25
audio\audio_train\20690_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20691_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20692_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20693_anger.wav,-0.51,0.59,0.25
audio\audio_train\20694_neutral.wav,0.0,0.0,0.0
audio\audio_train\20695_neutral.wav,0.0,0.0,0.0
audio\audio_train\20697_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20698_happiness.wav,0.81,0.51,0.46
audio\audio_train\20699_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20700_neutral.wav,0.0,0.0,0.0
audio\audio_train\20701_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20702_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20703_neutral.wav,0.0,0.0,0.0
audio\audio_train\20704_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20705_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20706_anger.wav,-0.51,0.59,0.25
audio\audio_train\20708_neutral.wav,0.0,0.0,0.0
audio\audio_train\20709_neutral.wav,0.0,0.0,0.0
audio\audio_train\20710_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20711_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20712_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20713_happiness.wav,0.81,0.51,0.46
audio\audio_train\20714_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20715_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20716_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20717_neutral.wav,0.0,0.0,0.0
audio\audio_train\20718_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20719_happiness.wav,0.81,0.51,0.46
audio\audio_train\20720_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20721_happiness.wav,0.81,0.51,0.46
audio\audio_train\20722_neutral.wav,0.0,0.0,0.0
audio\audio_train\20723_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20724_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20725_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20726_neutral.wav,0.0,0.0,0.0
audio\audio_train\20727_happiness.wav,0.81,0.51,0.46
audio\audio_train\20728_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20729_anger.wav,-0.51,0.59,0.25
audio\audio_train\20730_anger.wav,-0.51,0.59,0.25
audio\audio_train\20731_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20732_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20733_anger.wav,-0.51,0.59,0.25
audio\audio_train\20734_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20735_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20736_happiness.wav,0.81,0.51,0.46
audio\audio_train\20737_anger.wav,-0.51,0.59,0.25
audio\audio_train\20738_neutral.wav,0.0,0.0,0.0
audio\audio_train\20739_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20740_happiness.wav,0.81,0.51,0.46
audio\audio_train\20741_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20742_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20743_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20744_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20745_anger.wav,-0.51,0.59,0.25
audio\audio_train\20746_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20747_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20748_happiness.wav,0.81,0.51,0.46
audio\audio_train\20750_neutral.wav,0.0,0.0,0.0
audio\audio_train\20751_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20752_anger.wav,-0.51,0.59,0.25
audio\audio_train\20754_anger.wav,-0.51,0.59,0.25
audio\audio_train\20755_happiness.wav,0.81,0.51,0.46
audio\audio_train\20756_happiness.wav,0.81,0.51,0.46
audio\audio_train\20757_neutral.wav,0.0,0.0,0.0
audio\audio_train\20758_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20759_anger.wav,-0.51,0.59,0.25
audio\audio_train\20760_happiness.wav,0.81,0.51,0.46
audio\audio_train\20761_anger.wav,-0.51,0.59,0.25
audio\audio_train\20762_happiness.wav,0.81,0.51,0.46
audio\audio_train\20763_neutral.wav,0.0,0.0,0.0
audio\audio_train\20764_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20765_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20766_anger.wav,-0.51,0.59,0.25
audio\audio_train\20767_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20768_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20769_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20770_anger.wav,-0.51,0.59,0.25
audio\audio_train\20771_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20772_neutral.wav,0.0,0.0,0.0
audio\audio_train\20773_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20774_neutral.wav,0.0,0.0,0.0
audio\audio_train\20775_happiness.wav,0.81,0.51,0.46
audio\audio_train\20776_neutral.wav,0.0,0.0,0.0
audio\audio_train\20777_neutral.wav,0.0,0.0,0.0
audio\audio_train\20778_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20779_anger.wav,-0.51,0.59,0.25
audio\audio_train\20780_neutral.wav,0.0,0.0,0.0
audio\audio_train\20781_happiness.wav,0.81,0.51,0.46
audio\audio_train\20782_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20783_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20784_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20785_happiness.wav,0.81,0.51,0.46
audio\audio_train\20786_anger.wav,-0.51,0.59,0.25
audio\audio_train\20787_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20788_neutral.wav,0.0,0.0,0.0
audio\audio_train\20789_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20791_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20792_anger.wav,-0.51,0.59,0.25
audio\audio_train\20793_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20794_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20795_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20796_anger.wav,-0.51,0.59,0.25
audio\audio_train\20797_neutral.wav,0.0,0.0,0.0
audio\audio_train\20798_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20799_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20800_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20801_anger.wav,-0.51,0.59,0.25
audio\audio_train\20802_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20803_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20804_anger.wav,-0.51,0.59,0.25
audio\audio_train\20805_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20806_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20807_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20808_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20810_anger.wav,-0.51,0.59,0.25
audio\audio_train\20811_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20812_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20813_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20814_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20815_neutral.wav,0.0,0.0,0.0
audio\audio_train\20817_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20818_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20820_neutral.wav,0.0,0.0,0.0
audio\audio_train\20821_neutral.wav,0.0,0.0,0.0
audio\audio_train\20822_neutral.wav,0.0,0.0,0.0
audio\audio_train\20823_anger.wav,-0.51,0.59,0.25
audio\audio_train\20824_neutral.wav,0.0,0.0,0.0
audio\audio_train\20825_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20826_neutral.wav,0.0,0.0,0.0
audio\audio_train\20827_anger.wav,-0.51,0.59,0.25
audio\audio_train\20828_neutral.wav,0.0,0.0,0.0
audio\audio_train\20829_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20830_happiness.wav,0.81,0.51,0.46
audio\audio_train\20831_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20833_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20834_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20835_anger.wav,-0.51,0.59,0.25
audio\audio_train\20836_neutral.wav,0.0,0.0,0.0
audio\audio_train\20837_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20838_anger.wav,-0.51,0.59,0.25
audio\audio_train\20839_anger.wav,-0.51,0.59,0.25
audio\audio_train\20840_neutral.wav,0.0,0.0,0.0
audio\audio_train\20841_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20842_happiness.wav,0.81,0.51,0.46
audio\audio_train\20843_neutral.wav,0.0,0.0,0.0
audio\audio_train\20844_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20845_anger.wav,-0.51,0.59,0.25
audio\audio_train\20846_anger.wav,-0.51,0.59,0.25
audio\audio_train\20847_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20848_happiness.wav,0.81,0.51,0.46
audio\audio_train\20849_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20850_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20851_neutral.wav,0.0,0.0,0.0
audio\audio_train\20852_happiness.wav,0.81,0.51,0.46
audio\audio_train\20854_anger.wav,-0.51,0.59,0.25
audio\audio_train\20855_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20856_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20857_neutral.wav,0.0,0.0,0.0
audio\audio_train\20858_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20859_neutral.wav,0.0,0.0,0.0
audio\audio_train\20860_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20862_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20863_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20865_neutral.wav,0.0,0.0,0.0
audio\audio_train\20866_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20867_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20868_anger.wav,-0.51,0.59,0.25
audio\audio_train\20869_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20870_happiness.wav,0.81,0.51,0.46
audio\audio_train\20871_neutral.wav,0.0,0.0,0.0
audio\audio_train\20872_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20873_happiness.wav,0.81,0.51,0.46
audio\audio_train\20874_anger.wav,-0.51,0.59,0.25
audio\audio_train\20875_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20876_anger.wav,-0.51,0.59,0.25
audio\audio_train\20878_neutral.wav,0.0,0.0,0.0
audio\audio_train\20879_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20880_anger.wav,-0.51,0.59,0.25
audio\audio_train\20881_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20882_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20883_happiness.wav,0.81,0.51,0.46
audio\audio_train\20884_happiness.wav,0.81,0.51,0.46
audio\audio_train\20885_neutral.wav,0.0,0.0,0.0
audio\audio_train\20886_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20887_neutral.wav,0.0,0.0,0.0
audio\audio_train\20888_neutral.wav,0.0,0.0,0.0
audio\audio_train\20889_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20890_happiness.wav,0.81,0.51,0.46
audio\audio_train\20891_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20892_anger.wav,-0.51,0.59,0.25
audio\audio_train\20893_happiness.wav,0.81,0.51,0.46
audio\audio_train\20895_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20896_anger.wav,-0.51,0.59,0.25
audio\audio_train\20897_neutral.wav,0.0,0.0,0.0
audio\audio_train\20898_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20899_happiness.wav,0.81,0.51,0.46
audio\audio_train\20900_anger.wav,-0.51,0.59,0.25
audio\audio_train\20901_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20902_neutral.wav,0.0,0.0,0.0
audio\audio_train\20903_neutral.wav,0.0,0.0,0.0
audio\audio_train\20904_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20905_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20906_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20907_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20908_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20909_anger.wav,-0.51,0.59,0.25
audio\audio_train\20910_neutral.wav,0.0,0.0,0.0
audio\audio_train\20911_anger.wav,-0.51,0.59,0.25
audio\audio_train\20912_neutral.wav,0.0,0.0,0.0
audio\audio_train\20913_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20914_happiness.wav,0.81,0.51,0.46
audio\audio_train\20915_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20916_neutral.wav,0.0,0.0,0.0
audio\audio_train\20917_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20918_neutral.wav,0.0,0.0,0.0
audio\audio_train\20919_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20920_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20921_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20922_happiness.wav,0.81,0.51,0.46
audio\audio_train\20923_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20924_anger.wav,-0.51,0.59,0.25
audio\audio_train\20926_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20927_anger.wav,-0.51,0.59,0.25
audio\audio_train\20928_neutral.wav,0.0,0.0,0.0
audio\audio_train\20929_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20930_anger.wav,-0.51,0.59,0.25
audio\audio_train\20931_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20932_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20933_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20934_anger.wav,-0.51,0.59,0.25
audio\audio_train\20935_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20936_neutral.wav,0.0,0.0,0.0
audio\audio_train\20937_anger.wav,-0.51,0.59,0.25
audio\audio_train\20938_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20939_neutral.wav,0.0,0.0,0.0
audio\audio_train\20940_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20941_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20942_happiness.wav,0.81,0.51,0.46
audio\audio_train\20943_neutral.wav,0.0,0.0,0.0
audio\audio_train\20944_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20945_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20946_neutral.wav,0.0,0.0,0.0
audio\audio_train\20947_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20948_neutral.wav,0.0,0.0,0.0
audio\audio_train\20949_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20950_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20951_neutral.wav,0.0,0.0,0.0
audio\audio_train\20953_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20954_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20955_happiness.wav,0.81,0.51,0.46
audio\audio_train\20956_neutral.wav,0.0,0.0,0.0
audio\audio_train\20957_happiness.wav,0.81,0.51,0.46
audio\audio_train\20958_neutral.wav,0.0,0.0,0.0
audio\audio_train\20959_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20960_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20961_anger.wav,-0.51,0.59,0.25
audio\audio_train\20962_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20963_anger.wav,-0.51,0.59,0.25
audio\audio_train\20964_anger.wav,-0.51,0.59,0.25
audio\audio_train\20965_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20966_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20967_anger.wav,-0.51,0.59,0.25
audio\audio_train\20968_neutral.wav,0.0,0.0,0.0
audio\audio_train\20970_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20971_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20972_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20973_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20974_happiness.wav,0.81,0.51,0.46
audio\audio_train\20975_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20976_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20977_neutral.wav,0.0,0.0,0.0
audio\audio_train\20978_neutral.wav,0.0,0.0,0.0
audio\audio_train\20979_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20980_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20981_anger.wav,-0.51,0.59,0.25
audio\audio_train\20982_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20983_happiness.wav,0.81,0.51,0.46
audio\audio_train\20984_neutral.wav,0.0,0.0,0.0
audio\audio_train\20985_happiness.wav,0.81,0.51,0.46
audio\audio_train\20986_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20987_surprise.wav,0.4,0.67,-0.13
